"","X","year","site","transect","plantID","h_apical","h_apical.next","stem_width","aliveJune","fec.flower","N_pods","seedling","per.leaves.dam","herb_avg"
"1210",2007,2013,"BLD1",40,"4035",29.5,NA,4.1,1,0,NA,0,0,0
"1211",2008,2013,"BLD1",40,"4036",78.5,124.5,13.3,1,1,6,0,0,0
"1212",2009,2013,"BLD1",40,"4037",75.3,122.6,14,1,1,7,0,0,0
"1213",2010,2013,"BLD1",40,"4038",75.5,108.5,13.2,1,1,4,0,0,0
"1214",2011,2013,"BLD1",40,"4039",63,107.3,1.2,1,1,5,1,0,0
"1215",2012,2013,"BLD1",40,"4040",56,117.5,3.1,1,0,6,0,50,0.804160939538949
"1216",2013,2013,"BLD1",40,"4041",65.5,114.4,10.2,1,0,4,0,0,0
"1217",2014,2013,"BLD1",40,"4042",54,120.6,10.8,1,0,4,0,0,0
"1218",2015,2013,"BLD1",40,"4043",79.9,116.5,13.5,1,1,12,0,7.14285714285714,0.084595693798213
"1219",2016,2013,"BLD1",40,"4044",36.1,78.1,4.1,1,0,0,0,0,0
"1220",2017,2013,"BLD1",40,"4045",55.5,90.2,10.1,1,1,3,0,0,0
"1221",2018,2013,"BLD1",40,"4046",56,95.3,9.5,1,0,0,0,10,0.120552625294354
"1222",2019,2013,"BLD1",40,"4047",18,NA,8.6,1,0,NA,0,100,2.76180433506733
"1223",2020,2013,"BLD1",40,"4048",77.5,166.8,14.5,1,1,9,0,0,0
"1224",2021,2013,"BLD1",40,"4049",69.5,115.8,11.5,1,1,4,0,0,0
"1225",2022,2013,"BLD1",40,"4050",76.3,147,13,1,1,7,0,0,0
"1226",2023,2013,"BLD1",40,"4051",84.9,172,15.2,1,1,5,0,0,0
"1227",2024,2013,"BLD1",40,"4052",70.1,99,12.5,1,1,6,0,0,0
"1228",2025,2013,"BLD1",40,"4053",68.5,91.5,11.9,1,1,5,0,0,0
"1229",2026,2013,"BLD1",40,"4054",24.5,NA,3,1,0,NA,1,0,0
"1230",2027,2013,"BLD1",40,"4055",69.8,175,13.5,1,0,1,0,6.25,0.073616925263721
"1231",2028,2013,"BLD1",40,"4056",28,NA,3.5,1,0,NA,0,25,0.332620167518919
"1232",2029,2013,"BLD1",40,"4057",42.8,86.5,5,1,0,0,0,0,0
"1233",2030,2013,"BLD1",40,"4058",66.5,111.4,11.1,1,1,3,0,4.54545454545455,0.052987057989981
"1234",2031,2013,"BLD1",40,"4059",66.5,116,9,1,1,6,0,15,0.186672839931921
"1235",2032,2013,"BLD1",40,"4060",62.1,98.4,10.6,1,1,0,0,0,0
"1236",2033,2013,"BLD1",40,"4061",50.5,97.5,6.2,1,0,0,0,6.25,0.073616925263721
"1237",2034,2013,"BLD1",40,"4062",84.7,154.5,14.1,1,1,8,0,4.16666666666667,0.048460335020863
"1238",2035,2013,"BLD1",40,"4063",84,160,14.1,1,1,9,0,0,0
"1239",2036,2013,"BLD1",40,"4064",71.2,117.3,9.2,1,0,10,0,4.16666666666667,0.048460335020863
"1240",2037,2013,"BLD1",40,"4065",63.5,125.5,11,1,0,6,0,5,0.058446607552778
"1241",2038,2013,"BLD1",40,"4066",73.2,139.8,14.6,1,1,4,0,4.34782608695652,0.050622702185947
"1242",2039,2013,"BLD1",40,"4067",85,124.5,23.1,1,1,4,0,0,0
"1243",2040,2013,"BLD1",40,"4068",74.2,126.5,13.5,1,1,7,0,16,0.200413057476056
"1244",2041,2013,"BLD1",40,"4069",53.3,99.5,7.5,1,0,0,0,0,0
"1245",2042,2013,"BLD1",40,"4070",73.5,122.3,11.6,1,0,5,0,12.5,0.153087020797318
"1246",2043,2013,"BLD1",40,"4071",68,137.8,10.5,1,0,8,0,0,0
"1247",2044,2013,"BLD1",40,"4072",74.1,105,10.3,1,1,3,0,4.16666666666667,0.048460335020863
"1248",2045,2013,"BLD1",40,"4073",77.4,134.3,13.6,1,1,12,0,15.3846153846154,0.191936466642749
"1249",2046,2013,"BLD1",40,"4074",63.6,117.3,9.7,1,1,9,0,5,0.058446607552778
"1250",2047,2013,"BLD1",40,"4075",64,113.8,10,1,1,4,0,4.76190476190476,0.055583090956088
"1251",2048,2013,"BLD1",40,"4076",75.2,137.4,12.3,1,1,7,0,5.55555555555556,0.065160448889542
"1252",2049,2013,"BLD1",40,"4077",69.8,157,14,1,1,12,0,0,0
"1253",2050,2013,"BLD1",40,"4078",80,147.8,14,1,1,6,0,9.09090909090909,0.108973029510275
"1254",2051,2013,"BLD1",40,"4079",72.9,145.5,9.2,1,1,7,0,13.6363636363636,0.168219923728578
"1255",2052,2013,"BLD1",40,"4080",73.4,125.5,12.1,1,1,1,0,0,0
"1256",2053,2013,"BLD1",40,"4081",79,152.3,12.5,1,1,4,0,0,0
"1257",2054,2013,"BLD1",40,"4082",78,137.6,11,1,1,3,0,0,0
"1258",2055,2013,"BLD1",40,"4083",47.2,94,6.5,1,0,0,0,6.25,0.073616925263721
"1259",2056,2013,"BLD1",40,"4084",79.1,141.1,11.2,1,1,5,0,0,0
"1260",2057,2013,"BLD1",40,"4085",84,148.3,13.2,1,1,3,0,0,0
"1261",2058,2013,"BLD1",40,"4090",86,148,15.7,1,1,6,0,0,0
"1262",2059,2013,"BLD1",42,"4100",74,90.6,10.4,1,1,0,0,10.5263157894737,0.127317051304885
"1263",2060,2013,"BLD1",42,"4101",92.6,131.5,13.5,1,1,2,0,5,0.058446607552778
"1264",2061,2013,"BLD1",42,"4102",69.7,124.8,9.9,1,1,2,0,4.34782608695652,0.050622702185947
"1265",2062,2013,"BLD1",42,"4103",75,108.7,11.1,1,1,0,0,0,0
"1266",2063,2013,"BLD1",42,"4104",83.1,136.5,12.4,1,1,4,0,0,0
"1267",2064,2013,"BLD1",42,"4105",76.5,100.5,10.1,1,1,0,0,4.16666666666667,0.048460335020863
"1268",2065,2013,"BLD1",42,"4106",70.5,102.4,10.1,1,1,0,0,4.16666666666667,0.048460335020863
"1269",2066,2013,"BLD1",42,"4107",76.5,140.1,10.7,1,1,1,0,0,0
"1270",2067,2013,"BLD1",42,"4108",77,95.7,9.8,1,1,1,0,0,0
"1271",2068,2013,"BLD1",42,"4109",82.5,130.3,11.6,1,1,3,0,18.1818181818182,0.231021186980196
"1272",2069,2013,"BLD1",42,"4110",71.5,114.4,9.4,1,1,1,0,5,0.058446607552778
"1273",2070,2013,"BLD1",42,"4111",77,123.8,9.1,1,1,0,0,4.54545454545455,0.052987057989981
"1274",2071,2013,"BLD1",42,"4112",84.7,136.8,12,1,1,3,0,0,0
"1275",2072,2013,"BLD1",42,"4113",77.5,123.5,9.2,1,1,0,0,0,0
"1276",2073,2013,"BLD1",42,"4114",82.5,112.7,9.7,1,1,1,0,4.54545454545455,0.052987057989981
"1277",2074,2013,"BLD1",42,"4115",91.3,139,13.3,1,1,3,0,8,0.095249365487866
"1278",2075,2013,"BLD1",42,"4116",78,96.3,11.5,1,1,1,0,0,0
"1279",2076,2013,"BLD1",42,"4117",84.5,130.4,11.6,1,1,3,0,5.55555555555556,0.065160448889542
"1280",2077,2013,"BLD1",42,"4118",91.3,140.6,11.5,1,1,5,0,10,0.120552625294354
"1281",2078,2013,"BLD1",42,"4119",77.8,135.2,11.2,1,1,1,0,10,0.120552625294354
"1282",2079,2013,"BLD1",42,"4120",87.3,142.3,12.5,1,1,4,0,16.6666666666667,0.209672954106757
"1283",2080,2013,"BLD1",42,"4121",71.3,91,9,1,0,0,0,0,0
"1284",2081,2013,"BLD1",42,"4122",52.8,78.2,10.1,1,0,0,0,0,0
"1285",2082,2013,"BLD1",42,"4123",73.7,153.8,10.4,1,1,4,0,0,0
"1286",2083,2013,"BLD1",42,"4123",73.7,153.8,10.4,1,1,4,0,0,0
"1287",2084,2013,"BLD1",42,"4123",73.7,153.8,10.4,1,1,4,0,0,0
"1288",2085,2013,"BLD1",42,"4123",73.7,153.8,10.4,1,1,4,0,0,0
"1289",2086,2013,"BLD1",42,"4124",111.5,163.4,13.9,1,1,4,0,4,0.046475132793292
"1290",2087,2013,"BLD1",42,"4125",91,154.6,12.2,1,1,2,0,0,0
"1291",2088,2013,"BLD1",42,"4126",97,143.5,14.4,1,1,5,0,0,0
"1292",2089,2013,"BLD1",42,"4127",90.5,154.6,12,1,1,2,0,0,0
"1293",2090,2013,"BLD1",42,"4128",90.4,142.3,11,1,1,3,0,0,0
"1294",2091,2013,"BLD1",42,"4129",87,145.5,20.1,1,1,4,0,0,0
"1295",2092,2013,"BLD1",42,"4130",86.4,159.8,10.5,1,1,4,0,0,0
"1296",2093,2013,"BLD1",42,"4131",88.3,144.6,12.6,1,1,5,0,0,0
"1297",2094,2013,"BLD1",42,"4132",82.3,147.7,11.7,1,1,4,0,0,0
"1298",2095,2013,"BLD1",42,"4133",106.5,178.5,15.1,1,1,6,0,0,0
"1299",2096,2013,"BLD1",42,"4134",88.5,129.5,11.9,1,1,7,0,7.14285714285714,0.084595693798213
"1300",2097,2013,"BLD1",42,"4135",83.3,103.3,12.1,1,1,1,0,21.7391304347826,0.282861243869218
"1301",2098,2013,"BLD1",42,"4136",61.5,94,8.5,1,0,0,0,10,0.120552625294354
"1302",2099,2013,"BLD1",42,"4137",63.6,87.5,10.2,1,1,0,0,0,0
"1303",2100,2013,"BLD1",42,"4138",16.3,NA,3,1,0,NA,1,20,0.257209432825209
"1304",2101,2013,"BLD1",42,"4139",27.4,35.2,4.3,1,0,0,0,8.33333333333333,0.099423022533957
"1305",2102,2013,"BLD1",42,"4140",65.5,90,7.8,1,0,0,0,22.2222222222222,0.290094103733866
"1306",2103,2013,"BLD1",42,"4141",33.5,NA,4.4,1,0,NA,0,0,0
"1307",2104,2013,"BLD1",42,"4144",83,136.5,15.6,1,1,0,0,5,0.058446607552778
"1308",2105,2013,"BLD1",42,"4142",81.2,138.6,12.1,1,1,2,0,0,0
"1309",2106,2013,"BLD1",42,"4143",76.6,113,8.7,1,1,2,0,5.55555555555556,0.065160448889542
"1310",2107,2013,"BLD1",42,"4145",89,NA,13,1,1,NA,0,39.2857142857143,0.579937714610059
"1311",2108,2013,"BLD1",42,"4146",92.1,131.4,10.8,1,1,0,0,4.76190476190476,0.055583090956088
"1312",2109,2013,"BLD1",42,"4147",93,139.5,11.6,1,1,0,0,0,0
"1313",2110,2013,"BLD1",42,"4148",49.5,59.5,5.6,1,0,0,0,7.69230769230769,0.09141200132701
"1314",2111,2013,"BLD1",42,"4149",69.7,111,8.9,1,0,0,0,11.1111111111111,0.134885733987723
"1315",2112,2013,"BLD1",42,"4150",68.2,123.9,11.3,1,0,0,0,0,0
"1316",2113,2013,"BLD1",42,"4151",48.5,92.3,7.1,1,0,0,0,0,0
"1317",2114,2013,"BLD1",42,"4152",85,120,10.3,1,1,2,0,14.2857142857143,0.176966645200943
"1318",2115,2013,"BLD1",42,"4153",86.3,127.5,4.1,1,1,2,0,7.14285714285714,0.084595693798213
"1319",2116,2013,"BLD1",42,"4154",85.7,117.3,12.3,1,1,6,0,8.33333333333333,0.099423022533957
"1320",2117,2013,"BLD1",42,"4155",84.2,107.5,9.2,1,1,3,0,3.57142857142857,0.041388615813555
"1321",2118,2013,"BLD1",42,"4156",77.9,123.5,13.8,1,1,4,0,0,0
"1322",2119,2013,"BLD1",42,"4157",107.1,111.3,12.3,1,1,5,0,7.69230769230769,0.09141200132701
"1323",2120,2013,"BLD1",42,"4158",80.3,144.1,12.4,1,1,7,0,11.7647058823529,0.143411172210745
"1324",2121,2013,"BLD1",42,"4159",60.5,103.7,8.7,1,1,4,0,12.5,0.153087020797318
"1325",2122,2013,"BLD1",42,"4160",58.3,99.1,7.9,1,0,2,0,0,0
"1326",2123,2013,"BLD1",42,"4161",55,92.5,7,1,0,0,0,0,0
"1327",2124,2013,"BLD1",42,"4162",71,133.7,11.2,1,1,9,0,0,0
"1328",2125,2013,"BLD1",42,"4163",30.8,44.6,3,1,0,0,1,0,0
"1329",2126,2013,"BLD1",42,"4164",55.8,103.4,9.1,1,0,0,0,7.69230769230769,0.09141200132701
"1330",2127,2013,"BLD1",42,"4165",84.3,126.5,13,1,1,4,0,11.5384615384615,0.140452085912679
"1331",2128,2013,"BLD1",42,"4166",85.9,131.2,12.5,1,1,5,0,3.57142857142857,0.041388615813555
"1332",2129,2013,"BLD1",42,"4167",73.5,119,11.6,1,1,4,0,4.16666666666667,0.048460335020863
"1333",2130,2013,"BLD1",42,"4168",42.8,75.3,5,1,0,0,0,12.5,0.153087020797318
"1334",2131,2013,"BLD1",42,"4169",80,131.5,11.3,1,1,6,0,18.1818181818182,0.231021186980196
"1335",2132,2013,"BLD1",42,"4170",89,118.3,13.4,1,1,3,0,7.14285714285714,0.084595693798213
"1336",2133,2013,"BLD1",42,"4171",88,127,11.2,1,1,6,0,11.1111111111111,0.134885733987723
"1337",2134,2013,"BLD1",42,"4172",87.3,127.2,11.5,1,1,3,0,17.6470588235294,0.223437940326424
"1338",2135,2013,"BLD1",42,"4173",78.5,130.5,13.1,1,1,8,0,17.8571428571429,0.226410703530296
"1339",2136,2013,"BLD1",42,"4174",50.8,78.1,5.4,1,0,0,0,5.26315789473684,0.06162119370567
"1340",2137,2013,"BLD1",42,"4175",82.6,123,10.6,1,1,2,0,50,0.804160939538949
"1341",2138,2013,"BLD1",42,"4176",74.7,123.9,9.6,1,1,5,0,22.7272727272727,0.297706563558879
"1342",2139,2013,"BLD1",42,"4177",69.5,110.5,9.2,1,0,0,0,16.6666666666667,0.209672954106757
"1343",2140,2013,"BLD1",42,"4178",84,111.4,9.9,1,0,0,0,20,0.257209432825209
"1344",2141,2013,"BLD1",42,"4179",91.2,140.3,15.5,1,1,7,0,12.5,0.153087020797318
"1345",2142,2013,"BLD1",42,"4180",93,139.3,13.4,1,1,6,0,9.52380952380952,0.114470731430218
"1346",2143,2013,"BLD1",42,"4181",91,139.5,12,1,1,5,0,20,0.257209432825209
"1347",2144,2013,"BLD1",42,"4182",87.1,135,13.5,1,1,6,0,7.40740740740741,0.087871858877986
"1348",2145,2013,"BLD1",42,"4183",89.5,118.3,9.9,1,0,0,0,21.4285714285714,0.2782364339425
"1349",2146,2013,"BLD1",42,"4184",86.8,116.8,10.5,1,0,0,0,13.3333333333333,0.164162978843877
"1350",2147,2013,"BLD1",42,"4185",94.3,129.4,11.6,1,1,3,0,11.1111111111111,0.134885733987723
"1351",2148,2013,"BLD1",42,"4186",81,110.3,10,1,0,0,0,14.2857142857143,0.176966645200943
"1352",2149,2013,"BLD1",42,"4187",60.1,94.8,7.9,1,0,0,0,40,0.593733548720805
"1353",2150,2013,"BLD1",42,"4188",90.4,130.3,13.1,1,1,7,0,17.8571428571429,0.226410703530296
"1354",2151,2013,"BLD1",42,"4189",91,134.3,12.9,1,1,9,0,30.7692307692308,0.426376553523774
"1355",2152,2013,"BLD1",42,"4190",94.5,132.3,13.8,1,1,9,0,25,0.332620167518919
"1356",2153,2013,"BLD1",42,"4191",80.3,119.3,10,1,1,5,0,31.0344827586207,0.430874761929064
"1357",2154,2013,"BLD1",42,"4192",65.3,112.8,9.8,1,0,5,0,9.09090909090909,0.108973029510275
"1358",2155,2013,"BLD1",42,"4193",77.5,127.7,13.6,1,1,5,0,57.1428571428571,0.97735501461891
"1359",2156,2013,"BLD1",42,"4194",83.6,113.5,10.4,1,1,3,0,50,0.804160939538949
"1360",2157,2013,"BLD1",42,"4195",60.3,107.6,8.2,1,0,0,0,6.25,0.073616925263721
"1361",2158,2013,"BLD1",42,"4196",75.5,125,10,1,0,0,0,13.6363636363636,0.168219923728578
"1362",2159,2013,"BLD1",42,"4197",87.3,127,12.5,1,0,3,0,8,0.095249365487866
"1363",2160,2013,"BLD1",42,"4198",68.2,138.7,12.5,1,0,7,0,8,0.095249365487866
"1364",2161,2013,"BLD1",42,"4199",77,118.5,10,1,0,5,0,0,0
"1365",2162,2013,"BLD1",42,"4200",47,59.4,5.6,1,0,0,0,6.25,0.073616925263721
"1366",2163,2013,"BLD1",42,"4201",11.2,NA,1,1,0,NA,1,33.3333333333333,0.470592174273355
"1367",2164,2013,"BLD1",42,"4202",31,NA,3,1,0,NA,1,0,0
"1368",2165,2013,"BLD1",42,"4204",5.4,NA,4.4,1,0,NA,0,12.5,0.153087020797318
"1369",2166,2013,"BLD1",42,"4205",43,NA,5.5,1,0,NA,0,20,0.257209432825209
"1370",2167,2013,"BLD1",42,"4206",59.2,99.1,10,1,0,0,0,25,0.332620167518919
"1371",2168,2013,"BLD1",42,"4207",43,47.7,3.2,1,0,0,0,25,0.332620167518919
"1372",2169,2013,"BLD1",42,"4209",31,NA,5.9,1,0,NA,0,5,0.058446607552778
"1373",2170,2013,"BLD1",42,"4211",97.5,131.3,10,1,0,2,0,7.40740740740741,0.087871858877986
"1374",2171,2013,"BLD1",42,"4212",95,132.5,14.5,1,1,7,0,12,0.146497627782068
"1375",2172,2013,"BLD1",42,"4213",90,117.3,11,1,1,11,0,15,0.186672839931921
"1376",2173,2013,"BLD1",42,"4214",89.9,106.3,15.2,1,1,1,0,0,0
"1377",2174,2013,"BLD1",42,"4215",83.7,130,15.2,1,1,3,0,0,0
"1378",2175,2013,"BLD1",42,"4216",89.3,145.8,13.5,1,1,5,0,0,0
"1379",2176,2013,"BLD1",42,"4217",92.5,159.9,12.2,1,1,1,0,0,0
"1380",2177,2013,"BLD1",42,"4218",76.5,134.3,12.4,1,1,3,0,4.16666666666667,0.048460335020863
"1381",2178,2013,"BLD1",42,"4219",87,126.5,12.2,1,1,1,0,4.54545454545455,0.052987057989981
"1382",2179,2013,"BLD1",42,"4220",86.5,157.3,11.4,1,1,4,0,5,0.058446607552778
"1383",2180,2013,"BLD1",42,"4221",91,152.5,15,1,1,8,0,16.6666666666667,0.209672954106757
"1384",2181,2013,"BLD1",42,"4222",82.3,121.4,11.1,1,1,1,0,0,0
"1385",2182,2013,"BLD1",43,"4300",84,134.3,14.5,1,1,3,0,0,0
"1386",2183,2013,"BLD1",43,"4301",77.5,114.2,10.1,1,1,4,0,0,0
"1387",2184,2013,"BLD1",43,"4302",84.5,124,12.8,1,1,3,0,0,0
"1388",2185,2013,"BLD1",43,"4303",91.5,130.5,14.5,1,1,5,0,5.55555555555556,0.065160448889542
"1389",2186,2013,"BLD1",43,"4304",91.5,133.5,12.7,1,1,7,0,6.66666666666667,0.078725387455191
"1390",2187,2013,"BLD1",43,"4305",82.5,109.3,10,1,0,1,0,9.52380952380952,0.114470731430218
"1391",2188,2013,"BLD1",43,"4306",80.1,109.5,9,1,1,2,0,30,0.413428335313681
"1392",2189,2013,"BLD1",43,"4307",92,117.5,13.8,1,1,4,0,19.2307692307692,0.246052560125207
"1393",2190,2013,"BLD1",43,"4308",90.5,121,8.5,1,1,3,0,0,0
"1394",2191,2013,"BLD1",43,"4309",100.5,131.4,11.9,1,1,4,0,3.84615384615385,0.044646179387692
"1395",2192,2013,"BLD1",43,"4310",80.7,98.5,8.1,1,1,1,0,10,0.120552625294354
"1396",2193,2013,"BLD1",43,"4311",92.5,124.8,11.4,1,1,1,0,4.54545454545455,0.052987057989981
"1397",2194,2013,"BLD1",43,"4312",84,128.5,11.5,1,1,5,0,0,0
"1398",2195,2013,"BLD1",43,"4313",86,118.8,10.3,1,1,4,0,0,0
"1399",2196,2013,"BLD1",43,"4314",86,114.4,11.6,1,1,5,0,9.09090909090909,0.108973029510275
"1400",2197,2013,"BLD1",43,"4315",95.7,132.3,13,1,1,7,0,29.1666666666667,0.399561039612862
"1401",2198,2013,"BLD1",43,"4316",94.2,132.8,15.2,1,1,7,0,15.3846153846154,0.191936466642749
"1402",2199,2013,"BLD1",43,"4317",93.5,137.7,15,1,1,8,0,3.84615384615385,0.044646179387692
"1403",2200,2013,"BLD1",43,"4318",66.2,92.3,7.9,1,0,0,0,20,0.257209432825209
"1404",2201,2013,"BLD1",43,"4319",53.6,NA,7.3,1,0,NA,0,4.16666666666667,0.048460335020863
"1405",2202,2013,"BLD1",43,"4320",55.7,96.4,6.8,1,0,0,0,5.26315789473684,0.06162119370567
"1406",2203,2013,"BLD1",43,"4321",77.5,112.3,8.4,1,1,4,0,0,0
"1407",2204,2013,"BLD1",43,"4322",28.9,79.2,2,1,0,0,1,0,0
"1408",2205,2013,"BLD1",43,"4323",82.1,109.6,13,1,1,5,0,11.7647058823529,0.143411172210745
"1409",2206,2013,"BLD1",43,"4324",82,113.3,11.7,1,1,4,0,0,0
"1410",2207,2013,"BLD1",43,"4325",86,110.8,13.7,1,1,3,0,0,0
"1411",2208,2013,"BLD1",43,"4326",89,122.4,12.1,1,1,5,0,4.76190476190476,0.055583090956088
"1412",2209,2013,"BLD1",43,"4327",84.7,119,11,1,1,4,0,5.55555555555556,0.065160448889542
"1413",2210,2013,"BLD1",43,"4328",77,104.8,8.5,1,1,3,0,5,0.058446607552778
"1414",2211,2013,"BLD1",43,"4329",86.4,134,14.9,1,1,6,0,0,0
"1415",2212,2013,"BLD1",43,"4330",91.3,114.4,9.5,1,1,4,0,4.16666666666667,0.048460335020863
"1416",2213,2013,"BLD1",43,"4331",81,97.3,8.5,1,1,2,0,5.55555555555556,0.065160448889542
"1417",2214,2013,"BLD1",43,"4332",97.5,143.5,13.7,1,1,10,0,0,0
"1418",2215,2013,"BLD1",43,"4334",42.1,60.3,5,1,0,0,0,0,0
"1419",2216,2013,"BLD1",43,"4335",61.7,103,7,NA,0,0,0,13.3333333333333,0.164162978843877
"1420",2217,2013,"BLD1",43,"4335",61.7,103,7,NA,0,0,0,8.33333333333333,0.099423022533957
"1421",2218,2013,"BLD1",43,"4335",61.7,103,7,NA,0,0,0,13.3333333333333,0.164162978843877
"1422",2219,2013,"BLD1",43,"4335",61.7,103,7,NA,0,0,0,8.33333333333333,0.099423022533957
"1423",2220,2013,"BLD1",43,"4336",85,113,9.5,1,1,7,0,8.33333333333333,0.099423022533957
"1424",2221,2013,"BLD1",43,"4337",72,126.8,11.8,1,0,3,0,0,0
"1425",2222,2013,"BLD1",43,"4338",90.8,125.4,11.5,1,1,4,0,4.54545454545455,0.052987057989981
"1426",2223,2013,"BLD1",43,"4339",89.5,117.3,9.7,1,1,6,0,0,0
"1427",2224,2013,"BLD1",43,"4340",82,117.4,10.6,1,1,4,0,0,0
"1428",2225,2013,"BLD1",43,"4341",68.7,94.5,8,1,0,0,0,5.55555555555556,0.065160448889542
"1429",2226,2013,"BLD1",43,"4342",54,79.8,4.5,1,0,0,0,7.14285714285714,0.084595693798213
"1430",2227,2013,"BLD1",43,"4343",50.5,62.6,6.7,1,0,0,0,0,0
"1431",2228,2013,"BLD1",43,"4344",56.5,74.2,9.2,1,0,0,0,0,0
"1432",2229,2013,"BLD1",43,"4346",55,74.3,7,1,0,0,0,5.55555555555556,0.065160448889542
"1433",2230,2013,"BLD1",43,"4347",88.5,114.9,14.6,1,1,4,0,4.16666666666667,0.048460335020863
"1434",2231,2013,"BLD1",43,"4348",72.5,120.7,7.6,1,1,3,0,0,0
"1435",2232,2013,"BLD1",43,"4349",93.5,136.8,10.7,1,1,4,0,23.8095238095238,0.314196438641008
"1436",2233,2013,"BLD1",43,"4350",68.5,94.6,9.5,1,1,1,0,11.7647058823529,0.143411172210745
"1437",2234,2013,"BLD1",43,"4351",69,96.3,8.2,1,1,2,0,0,0
"1438",2235,2013,"BLD1",43,"4352",66.5,97.2,7.9,1,0,0,0,21.4285714285714,0.2782364339425
"1439",2236,2013,"BLD1",43,"4353",51,74.4,6,1,0,0,0,7.69230769230769,0.09141200132701
"1440",2237,2013,"BLD1",43,"4354",96,140.4,13.5,NA,1,8,0,0,0
"1441",2238,2013,"BLD1",43,"4354",96,140.4,13.5,NA,1,8,0,0,0
"1442",2239,2013,"BLD1",43,"4354",96,140.4,13.5,NA,1,8,0,0,0
"1443",2240,2013,"BLD1",43,"4354",96,140.4,13.5,NA,1,8,0,0,0
"1444",2241,2013,"BLD1",43,"4355",91.3,115.4,10.2,1,1,2,0,15,0.186672839931921
"1445",2242,2013,"BLD1",43,"4356",92.2,118.7,9.1,1,1,4,0,0,0
"1446",2243,2013,"BLD1",43,"4359",92,138.9,12.6,NA,1,7,0,4.16666666666667,0.048460335020863
"1447",2244,2013,"BLD1",43,"4359",92,138.9,12.6,NA,1,7,0,0,0
"1448",2245,2013,"BLD1",43,"4359",92,138.9,12.6,NA,1,7,0,4.16666666666667,0.048460335020863
"1449",2246,2013,"BLD1",43,"4359",92,138.9,12.6,NA,1,7,0,0,0
"1450",2247,2013,"BLD1",43,"4360",67.5,77.3,7.7,1,0,0,0,0,0
"1451",2248,2013,"BLD1",43,"4361",82.5,108.8,11.2,1,1,4,0,10,0.120552625294354
"1452",2249,2013,"BLD1",43,"4362",93.4,121.8,11.2,1,1,5,0,29.1666666666667,0.399561039612862
"1453",2250,2013,"BLD1",43,"4363",80.2,98.7,9.8,1,0,1,0,20,0.257209432825209
"1454",2251,2013,"BLD1",43,"4364",75.6,106.6,7.9,1,1,4,0,0,0
"1455",2252,2013,"BLD1",43,"4365",82.6,113.5,11.3,1,1,3,0,5,0.058446607552778
"1456",2253,2013,"BLD1",43,"4399",36.4,NA,2.6,1,0,NA,1,58.3333333333333,1.00838034305345
"1457",2254,2013,"BLD1",42,"4203",NA,50,NA,NA,NA,0,NA,NA,NA
"1458",2255,2013,"BLD1",43,"4345",NA,55.3,NA,NA,NA,0,NA,NA,NA
"1459",2256,2013,"BLD1",43,"4357",NA,112.2,NA,NA,NA,4,NA,NA,NA
"1460",2257,2013,"BLD1",43,"4358",NA,116.4,NA,NA,NA,4,NA,NA,NA
"1461",2258,2013,"BLD1",42,"4223",NA,135.5,NA,NA,NA,3,NA,NA,NA
"1462",2259,2013,"BLD2",44,"4400",59.5,65.1,6.7,1,0,0,0,23.0769230769231,0.303007445761937
"1463",2260,2013,"BLD2",44,"4401",98.7,111,11,1,1,0,0,13.0434782608696,0.160297107803622
"1464",2261,2013,"BLD2",44,"4402",72,72.8,8.6,1,0,0,0,0,0
"1465",2262,2013,"BLD2",44,"4403",67,88.5,10.1,1,0,0,0,10.5263157894737,0.127317051304885
"1466",2263,2013,"BLD2",44,"4404",66.4,69.8,9.5,1,0,0,0,12.5,0.153087020797318
"1467",2264,2013,"BLD2",44,"4405",79,93.9,10.4,1,1,0,0,50,0.804160939538949
"1468",2265,2013,"BLD2",44,"4406",72,73.9,9.1,1,0,0,0,5,0.058446607552778
"1469",2266,2013,"BLD2",44,"4407",52,73.3,7,1,0,0,0,14.2857142857143,0.176966645200943
"1470",2267,2013,"BLD2",44,"4408",97,113.9,12.6,1,0,0,0,3.33333333333333,0.03857409571717
"1471",2268,2013,"BLD2",44,"4409",106,121.7,21.6,1,1,1,0,15,0.186672839931921
"1472",2269,2013,"BLD2",44,"4410",111.7,124,17,1,1,1,0,22.7272727272727,0.297706563558879
"1473",2270,2013,"BLD2",44,"4411",89.6,94.9,9.1,1,1,0,0,5.88235294117647,0.06913103703424
"1474",2271,2013,"BLD2",44,"4412",76,78.4,8.5,1,1,0,0,0,0
"1475",2272,2013,"BLD2",44,"4413",77.5,92.6,11.6,1,0,0,0,10.5263157894737,0.127317051304885
"1476",2273,2013,"BLD2",44,"4414",98.5,108.8,13.7,1,1,1,0,10.5263157894737,0.127317051304885
"1477",2274,2013,"BLD2",44,"4415",108.9,104.5,13.4,1,1,2,0,27.7777777777778,0.376810730369634
"1478",2275,2013,"BLD2",44,"4416",69.2,75.3,7.1,1,0,0,0,0,0
"1479",2276,2013,"BLD2",44,"4417",97.4,100.7,11.3,1,1,1,0,16.6666666666667,0.209672954106757
"1480",2277,2013,"BLD2",44,"4419",115.3,125.1,13.3,1,1,3,0,15.3846153846154,0.191936466642749
"1481",2278,2013,"BLD2",44,"4420",75.7,78.6,7.2,1,0,0,0,10.5263157894737,0.127317051304885
