"","X","year","site","transect","plantID","h_apical","h_apical.next","stem_width","aliveJune","fec.flower","N_pods","seedling","per.leaves.dam","herb_avg"
"1",1,2016,"BLD2",45,"4501",46.5,NA,6.1,1,0,0,0,NA,0
"2",2,2016,"BLD2",45,"4502",63.7,76.8,8,1,0,0,0,NA,0
"3",3,2016,"BLD2",45,"4503",75.6,94.3,12.4,1,1,3,0,NA,0
"4",4,2016,"BLD2",45,"4504",54.7,64.7,6.8,1,0,0,0,NA,0
"5",5,2016,"BLD2",45,"4505",51.2,NA,7.9,1,0,0,0,NA,0
"6",6,2016,"BLD2",45,"4506",53.3,53.8,6.5,1,0,0,0,NA,0
"7",7,2016,"BLD2",45,"4507",41.8,53.1,7.1,1,0,0,0,NA,0
"8",8,2016,"BLD2",45,"4510",54.2,NA,5.1,1,0,0,0,NA,0
"9",9,2016,"BLD2",45,"4511",62.4,79.3,11.7,1,1,0,0,NA,0.083333333333333
"10",10,2016,"BLD2",45,"4512",50.1,65.5,6,1,0,0,0,NA,0
"11",11,2016,"BLD2",45,"4513",59.4,77.4,8.9,1,0,0,0,NA,0
"12",12,2016,"BLD2",45,"4514",56.6,77,9.2,1,0,0,0,NA,0
"13",13,2016,"BLD2",45,"4515",NA,NA,NA,0,0,0,NA,NA,NA
"14",14,2016,"BLD2",45,"4516",19.7,NA,1.6,1,0,0,1,NA,0.2
"15",15,2016,"BLD2",45,"4517",61.4,87.7,11,1,0,0,0,NA,0
"16",16,2016,"BLD2",45,"4518",64.6,82.5,8.2,1,0,1,0,NA,0.363636363636364
"17",17,2016,"BLD2",45,"4519",82,89.5,15.5,1,1,0,0,NA,0
"18",18,2016,"BLD2",45,"4520",69.3,91.4,8.6,1,1,1,0,NA,0
"19",19,2016,"BLD2",45,"4521",78.3,99.8,12.4,1,1,1,0,NA,0
"20",20,2016,"BLD2",45,"4522",31.3,NA,3.8,1,0,0,0,NA,0
"21",21,2016,"BLD2",45,"4523",42.2,NA,5.9,1,0,0,0,NA,0.1
"22",22,2016,"BLD2",45,"4524",46.6,NA,6.6,1,1,0,0,NA,0
"23",23,2016,"BLD2",45,"4525",30.1,NA,5.6,1,0,0,0,NA,0
"24",24,2016,"BLD2",45,"4526",35.5,45.8,5.3,1,0,0,0,NA,0.125
"25",25,2016,"BLD2",45,"4527",49.7,53.1,6.6,1,0,0,0,NA,0
"26",26,2016,"BLD2",45,"4528",52.3,NA,6.5,1,0,0,0,NA,0.2
"27",27,2016,"BLD2",45,"4529",67.9,77.6,12.2,1,1,1,0,NA,0
"28",28,2016,"BLD2",45,"4530",58.1,59.1,8.1,1,0,0,0,NA,0
"29",29,2016,"BLD2",45,"4531",42.3,NA,4.4,1,0,0,0,NA,0
"30",30,2016,"BLD2",45,"4532",64,NA,8.5,1,0,0,0,NA,0
"31",31,2016,"BLD2",45,"4533",64.8,73.2,9.4,1,0,0,0,NA,0
"32",32,2016,"BLD2",45,"4534",55.1,71.5,7.1,1,0,0,0,NA,0
"33",33,2016,"BLD2",45,"4535",46.2,59.3,6.7,1,0,0,0,NA,0
"34",34,2016,"BLD2",45,"4536",49.7,51.4,4.8,1,0,0,0,NA,0
"35",35,2016,"BLD2",45,"4537",41.8,NA,3.5,1,0,0,0,NA,0.1
"36",36,2016,"BLD2",45,"4538",56.3,67.7,12.6,1,0,0,0,NA,0.25
"37",37,2016,"BLD2",45,"4539",54.7,62.8,12.9,1,1,0,0,NA,0.2
"38",38,2016,"BLD2",45,"4540",49.7,NA,7.1,1,0,0,0,NA,0.583333333333333
"39",39,2016,"BLD2",45,"4541",52.2,NA,7,1,0,0,0,NA,0
"40",40,2016,"BLD2",45,"4542",39.7,NA,4,1,0,0,0,NA,0.166666666666667
"41",41,2016,"BLD2",45,"4543",60,78.2,11.1,1,1,0,0,NA,0
"42",42,2016,"BLD2",45,"4544",38.9,NA,4,1,0,0,0,NA,0
"43",43,2016,"BLD2",45,"4545",51.9,NA,6.4,1,0,0,0,NA,0
"44",44,2016,"BLD2",45,"4546",77.7,81.2,11.3,1,1,0,0,NA,0
"45",45,2016,"BLD2",45,"4547",64.6,77.5,8.9,1,1,0,0,NA,0.166666666666667
"46",46,2016,"BLD2",45,"4548",52.8,NA,6.1,1,0,0,0,NA,0
"47",47,2016,"BLD2",45,"4549",62.4,65,8.8,1,1,0,0,NA,0
"48",48,2016,"BLD2",45,"4550",65.4,81.9,10.6,1,1,0,0,NA,0
"49",49,2016,"BLD2",45,"4552",32.3,NA,3.6,1,0,0,0,NA,0
"50",50,2016,"BLD2",45,"4553",NA,NA,NA,1,0,0,NA,NA,NA
"51",51,2016,"BLD2",45,"4554",39.4,NA,4.9,1,0,0,0,NA,0
"52",52,2016,"BLD2",45,"4555",48.5,NA,6.2,1,0,0,0,NA,0.2
"53",53,2016,"BLD2",45,"4556",54.5,67.2,6.8,1,0,0,0,NA,0
"54",54,2016,"BLD2",45,"4558",34.9,NA,4.9,1,0,0,0,NA,0.6
"55",55,2016,"BLD2",45,"4559",71.5,89.7,9.9,1,1,0,0,NA,0
"56",56,2016,"BLD2",45,"4560",68.1,78.5,8.1,1,1,0,0,NA,0
"57",57,2016,"BLD2",45,"4561",49.8,NA,4.8,1,0,0,0,NA,0.333333333333333
"58",58,2016,"BLD2",45,"4562",68.2,81.8,11.2,1,1,3,0,NA,0
"59",59,2016,"BLD2",45,"4563",64.3,72.1,7.3,1,0,0,0,NA,0.5
"60",60,2016,"BLD2",45,"4564",28.6,NA,3.5,1,0,0,0,NA,0.285714285714286
"61",61,2016,"BLD2",46,"4601",62.9,NA,7.2,1,0,0,0,NA,0.090909090909091
"62",62,2016,"BLD2",46,"4602",90.9,NA,12.5,1,1,0,0,NA,0
"63",63,2016,"BLD2",46,"4603",62.3,NA,11.2,1,0,0,0,NA,0.333333333333333
"64",64,2016,"BLD2",46,"4604",57.4,NA,8.6,1,0,0,0,NA,0
"65",65,2016,"BLD2",46,"4605",61.4,NA,10.6,1,0,0,0,NA,0
"66",66,2016,"BLD2",46,"4606",35.8,NA,6.8,1,0,0,0,NA,0
"67",67,2016,"BLD2",47,"4700",54.5,NA,4.6,1,1,0,0,NA,0.083333333333333
"68",68,2016,"BLD2",47,"4701",17.9,NA,2.2,1,0,0,1,NA,NA
"69",69,2016,"BLD2",47,"4702",82.4,NA,7.2,1,1,0,0,NA,0.133333333333333
"70",70,2016,"BLD2",47,"4703",69.9,NA,7.3,1,1,0,0,NA,0.142857142857143
"71",71,2016,"BLD2",47,"4705",47.6,NA,8.5,1,1,0,0,NA,0
"72",72,2016,"BLD2",47,"4706",57.1,NA,7.4,1,1,0,0,NA,0
"73",73,2016,"BLD2",47,"4707",83,83.8,9.4,1,1,0,0,NA,0
"74",74,2016,"BLD2",47,"4708",59.7,62.4,7.1,1,1,0,0,NA,0
"75",75,2016,"BLD2",47,"4709",71.9,75,9.4,1,1,0,0,NA,0
"76",76,2016,"BLD2",47,"4710",70.3,83.1,8,1,1,0,0,NA,0
"77",77,2016,"BLD2",47,"4711",37.9,NA,4.8,1,0,0,0,NA,0
"78",78,2016,"BLD2",47,"4712",70.3,72.6,11.6,1,1,0,0,NA,0.1
"79",79,2016,"BLD2",47,"4713",70.2,79.8,12.1,1,1,0,0,NA,0.111111111111111
"80",80,2016,"BLD2",47,"4714",89.3,NA,11.3,1,1,0,0,NA,0.15
"81",81,2016,"BLD2",47,"4715",61.8,NA,7.6,1,1,0,0,NA,0
"82",82,2016,"BLD2",47,"4716",80.2,NA,8,1,1,0,0,NA,0
"83",83,2016,"BLD2",47,"4717",NA,NA,NA,0,0,0,NA,NA,NA
"84",84,2016,"BLD2",47,"4718",NA,NA,NA,0,0,0,NA,NA,NA
"85",85,2016,"BLD2",47,"4719",69.6,NA,8.8,1,1,0,0,NA,0.333333333333333
"86",86,2016,"BLD2",47,"4720",77.3,79,9.5,1,1,0,0,NA,0.3125
"87",87,2016,"BLD2",47,"4721",83.2,NA,14.1,1,1,0,0,NA,0.380952380952381
"88",88,2016,"BLD2",47,"4722",48.1,NA,4.2,1,0,0,0,NA,1.11111111111111
"89",89,2016,"BLD2",47,"4723",52.7,NA,4.1,1,0,0,0,NA,0.25
"90",90,2016,"BLD2",47,"4724",73.2,78.8,7.9,1,1,0,0,NA,0
"91",91,2016,"BLD2",47,"4726",92.4,106,12.9,1,1,0,0,NA,0.157894736842105
"92",92,2016,"BLD2",47,"4727",61.4,NA,7.4,1,1,0,0,NA,0.071428571428571
"93",93,2016,"BLD2",47,"4728",50.8,NA,5,1,0,0,0,NA,0
"94",94,2016,"BLD2",47,"4729",17.1,NA,4.4,1,0,0,0,NA,0
"95",95,2016,"BLD2",47,"4730",35.4,NA,3.4,1,0,0,0,NA,0.25
"96",96,2016,"BLD2",47,"4731",50.7,NA,5.4,1,1,0,0,NA,1.21428571428571
"97",97,2016,"BLD2",47,"4732",68.7,NA,8.6,1,1,0,0,NA,0.133333333333333
"98",98,2016,"BLD2",47,"4733",85.5,NA,11.4,1,1,0,0,NA,0
"99",99,2016,"BLD2",47,"4734",64.6,NA,7.1,1,1,0,0,NA,0.333333333333333
"100",100,2016,"BLD2",47,"4735",46.3,NA,3.8,1,0,0,0,NA,0.5
"101",101,2016,"BLD2",47,"4736",82.3,NA,11.4,1,1,0,0,NA,0
"102",102,2016,"BLD2",47,"4737",78.4,NA,8.7,1,1,0,0,NA,0.176470588235294
"103",103,2016,"BLD2",47,"4738",42.2,NA,3.9,1,0,0,0,NA,0.125
"104",104,2016,"BLD2",47,"4739",56.4,NA,4.6,1,1,0,0,NA,0.083333333333333
"105",105,2016,"BLD2",47,"4740",56.6,NA,5.8,1,0,0,0,NA,0
"106",106,2016,"BLD2",47,"4741",77.3,NA,10.7,1,1,0,0,NA,0
"107",107,2016,"BLD2",47,"4742",43.9,NA,4.2,1,0,0,0,NA,0.125
"108",108,2016,"BLD2",47,"4743",44.6,NA,4,1,0,0,0,NA,0
"109",109,2016,"BLD2",47,"4744",50.5,NA,5,1,1,0,0,NA,0.363636363636364
"110",110,2016,"BLD2",47,"4745",70.8,NA,9.2,1,1,0,0,NA,0.066666666666667
"111",111,2016,"BLD2",47,"4746",57.2,78.2,7.7,1,1,0,0,NA,0.1875
"112",112,2016,"BLD2",47,"4747",12.7,NA,2.1,1,0,0,1,NA,NA
"113",113,2016,"BLD2",47,"4748",35.4,NA,1.9,1,0,0,1,NA,0.142857142857143
"114",114,2016,"BLD2",47,"4749",47.4,NA,2.9,1,0,0,1,NA,0.4
"115",115,2016,"BLD2",47,"4750",38.5,NA,3.4,1,0,0,0,NA,0.333333333333333
"116",116,2016,"BLD2",47,"4751",75.7,NA,9.1,1,1,0,0,NA,0.352941176470588
"117",117,2016,"BLD2",47,"4752",61,NA,6,1,1,0,0,NA,0.5
"118",118,2016,"BLD2",47,"4753",75.9,NA,8.5,1,1,0,0,NA,0
"119",119,2016,"BLD2",47,"4754",NA,NA,NA,1,0,0,NA,NA,NA
"120",120,2016,"BLD2",47,"4755",66.2,NA,9,1,1,0,0,NA,0.076923076923077
"121",121,2016,"BLD2",47,"4756",70.8,NA,8.8,1,1,0,0,NA,1
"122",122,2016,"BLD2",47,"4757",43.2,NA,5.4,1,0,0,0,NA,1.22222222222222
"123",123,2016,"BLD2",47,"4758",48.7,NA,6.2,1,0,0,0,NA,0
"124",124,2016,"BLD2",47,"4759",38.1,NA,3.5,1,0,0,0,NA,0
"125",125,2016,"BLD2",47,"4760",26.8,NA,2.6,1,0,0,1,NA,0
"126",126,2016,"BLD2",47,"4761",87.5,NA,12.9,1,1,0,0,NA,0
"127",127,2016,"BLD2",47,"4762",76.4,NA,9.5,1,1,0,0,NA,0.25
"128",128,2016,"BLD2",47,"4763",61.7,NA,6.2,1,1,0,0,NA,0.083333333333333
"129",129,2016,"BLD2",47,"4764",NA,NA,NA,NA,0,0,NA,NA,NA
"130",130,2016,"BLD2",47,"4765",NA,NA,NA,NA,0,0,NA,NA,NA
"131",131,2016,"BLD2",47,"4766",NA,NA,NA,NA,0,0,NA,NA,NA
"132",132,2016,"BLD2",47,"4767",NA,NA,NA,NA,0,0,NA,NA,NA
"133",133,2016,"BLD2",47,"4768",NA,NA,NA,NA,0,0,NA,NA,NA
"134",134,2016,"BLD2",47,"4769",NA,NA,NA,NA,0,0,NA,NA,NA
"135",135,2016,"BLD2",47,"4770",63,NA,5.8,1,1,0,0,NA,0.307692307692308
"136",136,2016,"BLD2",47,"seedlingA",5.5,NA,0.9,1,0,0,1,NA,NA
"137",137,2016,"BLD1",40,"4002",46.5,NA,5.1,1,0,0,0,NA,0
"138",138,2016,"BLD1",40,"4003",28.2,NA,1.5,1,0,0,1,NA,0
"139",139,2016,"BLD1",40,"4004",63.6,66.2,8.4,1,0,0,0,NA,0.4
"140",140,2016,"BLD1",40,"4005",8.3,NA,1.1,1,0,0,1,NA,NA
"141",141,2016,"BLD1",40,"4006",67.1,71.5,10.1,1,0,0,0,NA,0
"142",142,2016,"BLD1",40,"4007",54.8,56.6,7.9,1,1,0,0,NA,0
"143",143,2016,"BLD1",40,"4008",33.6,42.8,6.2,1,0,0,0,NA,0.375
"144",144,2016,"BLD1",40,"4009",71.8,76.4,11.3,1,0,0,0,NA,0
"145",145,2016,"BLD1",40,"4010",45.9,62,6.8,1,0,0,0,NA,0.166666666666667
"146",146,2016,"BLD1",40,"4011",18.4,NA,3,1,0,0,0,NA,NA
"147",147,2016,"BLD1",40,"4012",73.2,78.9,10.2,1,1,0,0,NA,0
"148",148,2016,"BLD1",40,"4013",9.8,NA,2.6,1,0,0,1,NA,NA
"149",149,2016,"BLD1",40,"4014",33.4,NA,2.7,1,0,0,1,NA,0
"150",150,2016,"BLD1",40,"4015",56.3,64.1,7.4,1,0,0,0,NA,0.357142857142857
"151",151,2016,"BLD1",40,"4016",42.5,NA,6.1,1,0,0,0,NA,0.363636363636364
"152",152,2016,"BLD1",40,"4017",27.3,NA,5.4,1,0,0,0,NA,0
"153",153,2016,"BLD1",40,"4018",51.3,NA,5.7,1,0,0,0,NA,0
"154",154,2016,"BLD1",40,"4019",35,54.3,6,1,0,0,0,NA,0
"155",155,2016,"BLD1",40,"4020",62.1,NA,8.7,1,0,0,0,NA,0
"156",156,2016,"BLD1",40,"4021",84.5,94.3,12.3,1,1,0,0,NA,0
"157",157,2016,"BLD1",40,"4022",16.3,NA,2.3,1,0,0,1,NA,0
"158",158,2016,"BLD1",40,"4023",41.3,43.8,5.8,1,0,0,0,NA,0.363636363636364
"159",159,2016,"BLD1",40,"4024",24,NA,2.9,1,0,0,1,NA,0.666666666666667
"160",160,2016,"BLD1",40,"4025",53.7,58,6.9,1,0,0,0,NA,0.454545454545455
"161",161,2016,"BLD1",40,"4026",45.3,50.5,4.6,1,0,0,0,NA,0
"162",162,2016,"BLD1",40,"4027",17.9,NA,2,1,0,0,1,NA,0
"163",163,2016,"BLD1",40,"4028",64.3,65.1,8.1,1,1,0,0,NA,0.076923076923077
"164",164,2016,"BLD1",40,"4029",24.8,NA,4,1,0,0,0,NA,0
"165",165,2016,"BLD1",40,"4030",69,72.7,8.3,1,1,0,0,NA,0.071428571428571
"166",166,2016,"BLD1",40,"4031",32.1,67.7,7.1,1,0,0,0,NA,0
"167",167,2016,"BLD1",40,"4032",55,NA,7.3,1,0,0,0,NA,0
"168",168,2016,"BLD1",40,"4033",36.1,NA,6.4,1,0,0,0,NA,0
"169",169,2016,"BLD1",40,"4034",39.7,NA,4.6,1,0,0,0,NA,0
"170",170,2016,"BLD1",40,"4035",6,NA,1.1,1,0,0,1,NA,NA
"171",171,2016,"BLD1",40,"4036",49.8,NA,4.4,1,0,0,0,NA,0
"172",172,2016,"BLD1",40,"4037",74.7,87.1,11.4,1,0,0,0,NA,0.15
"173",173,2016,"BLD1",40,"4038",61.6,68.2,7.2,1,0,0,0,NA,0
"174",174,2016,"BLD1",40,"4039",69.2,81.4,8.2,1,0,0,0,NA,0
"175",175,2016,"BLD1",40,"4040",60,67.8,8,1,1,0,0,NA,0.307692307692308
"176",176,2016,"BLD1",40,"4041",34,NA,5.4,1,0,0,0,NA,0.444444444444444
"177",177,2016,"BLD1",40,"4042",40.2,NA,6,1,0,0,0,NA,0
"178",178,2016,"BLD1",40,"4043",64.2,60.9,10.8,1,1,0,0,NA,0.533333333333333
"179",179,2016,"BLD1",40,"4044",63.5,NA,10.7,1,1,0,0,NA,0
"180",180,2016,"BLD1",40,"4045",6,86.5,12.9,1,1,0,0,NA,0
"181",181,2016,"BLD1",40,"4046",36.5,NA,5.6,1,0,0,0,NA,1.375
"182",182,2016,"BLD1",40,"4047",50.8,NA,3.8,1,0,0,0,NA,0.111111111111111
"183",183,2016,"BLD1",40,"4048",22.4,NA,1.9,1,0,0,1,NA,2.16666666666667
"184",184,2016,"BLD1",40,"4049",71.5,70.7,12.1,1,1,0,0,NA,0.461538461538462
"185",185,2016,"BLD1",40,"4050",19,NA,1.3,1,0,0,1,NA,0
"186",186,2016,"BLD1",40,"4051",36.4,35.9,4.6,1,0,0,0,NA,0.444444444444444
"187",187,2016,"BLD1",40,"4052",15.5,NA,2.4,1,0,0,1,NA,0
"188",188,2016,"BLD1",40,"4053",73.4,75.2,11.1,1,1,0,0,NA,0
"189",189,2016,"BLD1",40,"4054",7.5,NA,0.4,1,0,0,1,NA,NA
"190",190,2016,"BLD1",40,"4055",59.4,62.7,7.5,1,1,0,0,NA,0.153846153846154
"191",191,2016,"BLD1",40,"4056",73.3,72.1,10.2,1,1,0,0,NA,0.055555555555556
"192",192,2016,"BLD1",40,"4057",9.4,NA,3.1,1,0,0,0,NA,1.5
"193",193,2016,"BLD1",40,"4058",46.9,NA,6.4,1,1,0,0,NA,0.222222222222222
"194",194,2016,"BLD1",40,"4059",32.9,NA,3.9,1,0,0,0,NA,0.25
"195",195,2016,"BLD1",40,"4060",53.5,54.6,6.4,1,0,0,0,NA,0
"196",196,2016,"BLD1",40,"4061",33.1,NA,2.5,1,0,0,1,NA,0.3
"197",197,2016,"BLD1",40,"4062",36.2,NA,2.3,1,0,0,1,NA,0.333333333333333
"198",198,2016,"BLD1",40,"4063",36,NA,3.2,1,0,0,0,NA,0.25
"199",199,2016,"BLD1",40,"4064",60.4,58,6.5,1,1,0,0,NA,0.142857142857143
"200",200,2016,"BLD1",40,"4065",24,65.6,7.9,1,1,0,0,NA,0
"201",201,2016,"BLD1",40,"4066",75.2,88.1,11,1,1,0,0,NA,0.0625
"202",202,2016,"BLD1",40,"4067",66.5,70.2,9.4,1,0,0,0,NA,0.071428571428571
"203",203,2016,"BLD1",40,"4068",68.1,NA,7.3,1,0,0,0,NA,0
"204",204,2016,"BLD1",40,"4069",22.4,NA,1.4,1,0,0,1,NA,0
"205",205,2016,"BLD1",40,"4070",98.5,99.7,15.1,1,1,0,0,NA,0.578947368421053
"206",206,2016,"BLD1",40,"4071",43.2,62,2.4,1,0,0,1,NA,0.125
"207",207,2016,"BLD1",40,"4072",12,NA,3.8,1,0,0,0,NA,0
"208",208,2016,"BLD1",42,"4181",65.1,71.7,10.6,1,1,0,0,NA,0.117647058823529
"209",209,2016,"BLD1",42,"4182",55.8,NA,6.6,1,0,0,0,NA,0
"210",210,2016,"BLD1",42,"4183",64.8,73.5,8.4,1,1,0,0,NA,0.470588235294118
"211",211,2016,"BLD1",42,"4184",55.2,58.2,8.2,1,0,0,0,NA,0.529411764705882
"212",212,2016,"BLD1",42,"4185",43,NA,6.4,1,0,0,0,NA,0.272727272727273
"213",213,2016,"BLD1",42,"4186",48.2,NA,6,1,0,0,0,NA,0.090909090909091
"214",214,2016,"BLD1",42,"4187",29,NA,4.9,1,0,0,0,NA,0
"215",215,2016,"BLD1",42,"4188",77.5,82.6,12.6,1,1,0,0,NA,0.136363636363636
"216",216,2016,"BLD1",42,"4189",34.2,NA,5.5,1,0,0,0,NA,0
"217",217,2016,"BLD1",42,"4190",64.4,62.6,8.2,1,0,0,0,NA,0.166666666666667
"218",218,2016,"BLD1",42,"4191",29,65.8,7.1,1,0,0,0,NA,0
"219",219,2016,"BLD1",42,"4192",85.2,NA,11.5,1,1,0,0,NA,0.55
"220",220,2016,"BLD1",42,"4193",74.1,87.4,10.2,1,0,0,0,NA,0
"221",221,2016,"BLD1",42,"4194",68.4,78.5,8.1,1,0,0,0,NA,0
"222",222,2016,"BLD1",42,"4195",39.2,NA,4.1,1,0,0,0,NA,0.6
"223",223,2016,"BLD1",42,"4196",14.5,NA,2.6,1,0,0,1,NA,0
"224",224,2016,"BLD1",42,"4197",42.3,51.9,5.4,1,0,0,0,NA,0.125
"225",225,2016,"BLD1",42,"4198",53.5,NA,8.2,1,0,0,0,NA,0.083333333333333
"226",226,2016,"BLD1",42,"4199",78.5,89.5,12.2,1,1,0,0,NA,0
"227",227,2016,"BLD1",42,"4201",70.1,83.4,9.9,1,1,0,0,NA,0
"228",228,2016,"BLD1",42,"4202",58.8,NA,7.5,1,0,0,0,NA,0
"229",229,2016,"BLD1",42,"4203",18.4,21.7,3.1,1,0,0,0,NA,0
"230",230,2016,"BLD1",42,"4204",57.4,NA,7.8,1,0,0,0,NA,0
"231",231,2016,"BLD1",42,"4205",73.1,94.7,11.3,1,1,0,0,NA,0
"232",232,2016,"BLD1",42,"4206",60.1,NA,7.6,1,0,0,0,NA,0
"233",233,2016,"BLD1",42,"4207",52.8,NA,10.1,1,0,0,0,NA,0
"234",234,2016,"BLD1",42,"4208",47.2,58.6,5.5,1,0,0,0,NA,0
"235",235,2016,"BLD1",42,"4209",54.6,86.2,9.8,1,0,0,0,NA,0
"236",236,2016,"BLD1",42,"4210",27.3,NA,5.4,1,0,0,0,NA,0
"237",237,2016,"BLD1",42,"4211",29,36.9,4.3,1,0,0,0,NA,0
"238",238,2016,"BLD1",42,"4212",23.8,NA,5,1,0,0,0,NA,0
"239",239,2016,"BLD1",42,"4213",38,NA,5.4,1,0,0,0,NA,0.285714285714286
"240",240,2016,"BLD1",42,"4214",41.3,58.5,8.2,1,0,0,0,NA,0
"241",241,2016,"BLD1",42,"4215",61.1,93.2,9.9,1,0,0,0,NA,0
"242",242,2016,"BLD1",42,"4216",37.4,NA,5.9,1,0,0,0,NA,0
"243",243,2016,"BLD1",42,"4217",19,NA,3.2,1,0,0,0,NA,0
"244",244,2016,"BLD1",42,"4218",38.9,NA,9,1,0,0,0,NA,0
"245",245,2016,"BLD1",42,"4219",48.4,68.8,8.1,1,0,0,0,NA,0.4
"246",246,2016,"BLD1",42,"4220",36,51.1,8.6,1,0,0,0,NA,0
"247",247,2016,"BLD1",42,"4221",20.2,NA,4.8,1,0,0,0,NA,0.333333333333333
"248",248,2016,"BLD1",42,"4222",48.8,55.9,6.9,1,0,0,0,NA,0.222222222222222
"249",249,2016,"BLD1",42,"4223",30.8,54.1,5.8,1,0,0,0,NA,0
"250",250,2016,"BLD1",42,"4224",33.4,38.5,5.4,1,0,0,0,NA,1.125
"251",251,2016,"BLD1",42,"4225",27.2,NA,2.5,1,0,0,1,NA,1.83333333333333
"252",252,2016,"BLD1",42,"4226",26.7,NA,2.5,1,0,0,1,NA,0
"253",253,2016,"BLD1",42,"4227",19.6,NA,8.5,1,0,0,0,NA,0
"254",254,2016,"BLD1",42,"4228",20,69.7,7.2,1,0,0,0,NA,0
"255",255,2016,"BLD1",42,"4229",45.3,NA,9.6,1,1,0,0,NA,0.5
"256",256,2016,"BLD1",42,"4230",26.4,NA,1.1,1,0,0,1,NA,0
"257",257,2016,"BLD1",42,"4231",41.3,NA,3.9,1,0,0,0,NA,0
"258",258,2016,"BLD1",42,"4232",66.8,98,11.2,1,1,0,0,NA,0.166666666666667
"259",259,2016,"BLD1",42,"4233",32.3,NA,4.1,1,0,0,0,NA,0.285714285714286
"260",260,2016,"BLD1",42,"4234",39.4,NA,4.6,1,0,0,0,NA,0.666666666666667
"261",261,2016,"BLD1",42,"4235",22.1,NA,6.1,1,0,0,0,NA,0.5
"262",262,2016,"BLD1",42,"4236",23.3,NA,5.6,1,0,0,0,NA,3
"263",263,2016,"BLD1",42,"4237",52.1,NA,7.2,1,0,0,0,NA,0.5
"264",264,2016,"BLD1",42,"4238",68.8,NA,8,1,0,0,0,NA,0.142857142857143
"265",265,2016,"BLD1",42,"4240",25.5,NA,2.7,1,0,0,1,NA,0
"266",266,2016,"BLD1",42,"4241",52.6,NA,5,1,0,0,0,NA,0
"267",267,2016,"BLD1",42,"4242",50,NA,4.1,1,0,0,0,NA,0
"268",268,2016,"BLD1",42,"4243",25.6,NA,4.6,1,0,0,0,NA,0
"269",269,2016,"BLD1",42,"4244",20.8,NA,3.5,1,0,0,0,NA,1.33333333333333
"270",270,2016,"BLD1",42,"4245",27.6,NA,4.3,1,0,0,0,NA,0.2
"271",271,2016,"BLD1",42,"4246",82.2,111.4,13.4,1,1,0,0,NA,0.222222222222222
"272",272,2016,"BLD1",42,"4247",22.25,NA,1.3,1,0,0,1,NA,0
"273",273,2016,"BLD1",42,"4248",53.2,NA,5.3,1,0,0,0,NA,0.75
"274",274,2016,"BLD1",42,"4249",73.3,80,8.7,1,1,0,0,NA,0.3
"275",275,2016,"BLD1",42,"4250",74.9,81.1,9.7,1,1,0,0,NA,0.222222222222222
"276",276,2016,"BLD1",42,"4251",63.3,NA,8.1,1,0,0,0,NA,0.3125
"277",277,2016,"BLD1",42,"4252",37.9,89.1,7,1,0,0,0,NA,0
"278",278,2016,"BLD1",42,"4253",61.5,NA,8,1,1,0,0,NA,0
"279",279,2016,"BLD1",42,"4254",37.7,NA,4.7,1,0,0,0,NA,0.2
"280",280,2016,"BLD1",42,"4255",25.1,NA,2.9,1,0,0,1,NA,0
"281",281,2016,"BLD1",42,"4256",55.4,NA,7.3,1,0,0,0,NA,0.333333333333333
"282",282,2016,"BLD1",42,"4257",24.3,34.2,2.3,1,0,0,1,NA,0
"283",283,2016,"BLD1",42,"4258",40.9,NA,5.3,1,0,0,0,NA,0
"284",284,2016,"BLD1",42,"4259",42.8,64.2,6.9,1,0,0,0,NA,1.25
"285",285,2016,"BLD1",42,"4260",47.2,55.6,6.9,1,0,0,0,NA,1.33333333333333
"286",286,2016,"BLD1",42,"4261",11.8,NA,3.5,1,0,0,0,NA,0
"287",287,2016,"BLD1",42,"4262",58,NA,8.9,1,1,0,0,NA,0
"288",288,2016,"BLD1",42,"4263",37.9,NA,4.5,1,0,0,0,NA,2
"289",289,2016,"BLD1",42,"4264",47,NA,8.5,1,0,0,0,NA,0
"290",290,2016,"BLD1",42,"4265",79.6,91.4,15.2,1,1,0,0,NA,0.789473684210526
"291",291,2016,"BLD1",42,"4266",86.4,100.8,15.5,1,1,0,0,NA,0.227272727272727
"292",292,2016,"BLD1",42,"4268",26.2,NA,4.3,1,0,0,0,NA,1.2
"293",293,2016,"BLD1",42,"4269",45,54.7,6.1,1,0,0,0,NA,0
"294",294,2016,"BLD1",42,"4270",13.8,NA,3.8,1,0,0,0,NA,1
"295",295,2016,"BLD1",42,"4271",58.8,NA,9,1,1,0,0,NA,0
"296",296,2016,"BLD1",42,"4272",78.8,NA,12.4,1,1,0,0,NA,0.444444444444444
"297",297,2016,"BLD1",42,"4273",49.2,51.3,5.9,1,1,0,0,NA,0.285714285714286
"298",298,2016,"BLD1",42,"4274",56.2,62.6,7.6,1,1,0,0,NA,0.083333333333333
"299",299,2016,"BLD1",42,"4275",31.5,NA,2.58,1,0,0,1,NA,0
"300",300,2016,"BLD1",42,"4276",54.7,54.5,6.9,1,1,0,0,NA,0.142857142857143
"301",301,2016,"BLD1",42,"4277",44,NA,5.8,1,0,0,0,NA,0
"302",302,2016,"BLD1",42,"4278",77.5,89.9,10.5,1,1,1,0,NA,0.888888888888889
"303",303,2016,"BLD1",42,"4279",46.7,52.6,5.8,1,0,0,0,NA,0.083333333333333
